countyname,year,pop,perc_pop
Macon County,2011,29811,0.0037035458802508986
Madison County,2011,19635,0.002439338611879051
Martin County,2011,25593,0.0031795260042689357
Mecklenburg County,2011,695454,0.08639917468733047
Mitchell County,2011,15687,0.001948861971201766
Montgomery County,2011,26822,0.0033322098420076347
Moore County,2011,74769,0.009288867261094208
Nash County,2011,87420,0.010860554186425599
New Hanover County,2011,160307,0.01991561267402572
Northampton County,2011,22086,0.002743836647922624
Onslow County,2011,150355,0.018679233867536272
Orange County,2011,118227,0.014687837334689308
Pamlico County,2011,12934,0.001606845205298887
Pasquotank County,2011,34897,0.004335401046027158
Pender County,2011,41082,0.0051037896029139385
Perquimans County,2011,11368,0.0014122944405317573
Person County,2011,35623,0.004425595078735291
Pitt County,2011,133798,0.016622288138130548
Polk County,2011,18324,0.002276467569344117
Randolph County,2011,130454,0.016206848957171872
Richmond County,2011,46564,0.005784841513803725
Robeson County,2011,123339,0.015322922589791203
Rockingham County,2011,91928,0.011420601981808883
Rowan County,2011,130340,0.01619268625782101
Rutherford County,2011,62899,0.007814207249736718
Sampson County,2011,60161,0.00747405399690632
Scotland County,2011,35998,0.004472182905547343
Stanly County,2011,58100,0.0072180073007472815
Stokes County,2011,44711,0.005554635532249771
Surry County,2011,71219,0.008847835833940113
Swain County,2011,12968,0.0016110691682631798
Transylvania County,2011,29334,0.003644286164545968
Tyrrell County,2011,4149,5.154477158485451e-4
Union County,2011,123677,0.015364913751024466
Vance County,2011,42954,0.005336356034359702
Wake County,2011,627846,0.07799994856703919
Warren County,2011,19972,0.002481205538907482
Washington County,2011,13723,0.0017048659929114448
Watauga County,2011,42695,0.005304179375308179
Wayne County,2011,113329,0.014079338199421492
Wilkes County,2011,65632,0.008153739331542953
Wilson County,2011,73814,0.009170223595479515
Yadkin County,2011,36348,0.004515664877238592
Yancey County,2011,17774,0.00220813875668644
Alamance County,2010,130800,0.016249833992043793
Alexander County,2010,33603,0.00417464198497437
Alleghany County,2010,10677,0.001326448604992749
Anson County,2010,25275,0.0031400195271323156
Ashe County,2010,24384,0.0030293268506268794
Avery County,2010,17167,0.0021327285943533317
Beaufort County,2010,44958,0.005585321380843309
Bertie County,2010,19773,0.0024564829321458864
Bladen County,2010,32278,0.004010031663571786
Brunswick County,2010,73143,0.00908686244403715
Buncombe County,2010,206330,0.02563324348301526
Burke County,2010,89148,0.011075230892375536
Cabarrus County,2010,131063,0.016282507587914646
Caldwell County,2010,77415,0.0096175909670800485
Camden County,2010,6885,8.553525002692776e-4
Carteret County,2010,59383,0.0073773997855469155
Caswell County,2010,23501,0.0029196280477601006
Catawba County,2010,141685,0.017602123311641626
Chatham County,2010,49329,0.006128349090164589
Cherokee County,2010,24298,0.0030186427090113156
Chowan County,2010,14526,0.0018046260593916523
Clay County,2010,8775,0.0010901551474020205
Cleveland County,2010,96287,0.011962138880672176
Columbus County,2010,54749,0.006801698480354783
Craven County,2010,91436,0.01135947875303147
Cumberland County,2010,302963,0.03763836739855936
Currituck County,2010,18190,0.0022598201858966102
Dare County,2010,29967,0.0037229264162047123
Davidson County,2010,147246,0.018292989724713153
Davie County,2010,34835,0.004327698525327565
Duplin County,2010,49063,0.00609530279167924
Durham County,2010,223314,0.02774323721788431
Edgecombe County,2010,55606,0.006908167193895926
Forsyth County,2010,306067,0.038023990370358314
Franklin County,2010,47260,0.005871308520366893
Gaston County,2010,190365,0.023649844402870157
Gates County,2010,10516,0.0013064468980147747
Graham County,2010,7993,9.930039992232878e-4
Granville County,2010,48498,0.006025110465949082
Greene County,2010,18974,0.002357219802485007
Guilford County,2010,421048,0.0523085634761625
Halifax County,2010,57370,0.00712731633121982
Harnett County,2010,91025,0.01130841849484546
Haywood County,2010,54033,0.006712746789694971
Henderson County,2010,89173,0.011078336747496339
Hertford County,2010,22601,0.0028078172634111755
Hoke County,2010,33646,0.004179984055782152
Hyde County,2010,5826,7.237884773520424e-4
Iredell County,2010,122660,0.015238567564710181
Jackson County,2010,33121,0.004114761098245279
Johnston County,2010,121965,0.015152224792351844
Jones County,2010,10381,0.0012896752803624359
Lee County,2010,49040,0.006092445404968101
Lenoir County,2010,59648,0.0074103218498274325
Lincoln County,2010,63780,0.007923657584193831
McDowell County,2010,42151,0.005236595967879495
Macon County,2010,29811,0.0037035458802508986
Madison County,2010,19635,0.002439338611879051
Martin County,2010,25593,0.0031795260042689357
Mecklenburg County,2010,695454,0.08639917468733047
Mitchell County,2010,15687,0.001948861971201766
Montgomery County,2010,26822,0.0033322098420076347
Moore County,2010,74769,0.009288867261094208
Nash County,2010,87420,0.010860554186425599
New Hanover County,2010,160307,0.01991561267402572
Northampton County,2010,22086,0.002743836647922624
Onslow County,2010,150355,0.018679233867536272
Orange County,2010,118227,0.014687837334689308
Pamlico County,2010,12934,0.001606845205298887
Pasquotank County,2010,34897,0.004335401046027158
Pender County,2010,41082,0.0051037896029139385
Perquimans County,2010,11368,0.0014122944405317573
Person County,2010,35623,0.004425595078735291
Pitt County,2010,133798,0.016622288138130548
Polk County,2010,18324,0.002276467569344117
Randolph County,2010,130454,0.016206848957171872
Richmond County,2010,46564,0.005784841513803725
Robeson County,2010,123339,0.015322922589791203
Rockingham County,2010,91928,0.011420601981808883
Rowan County,2010,130340,0.01619268625782101
Rutherford County,2010,62899,0.007814207249736718
Sampson County,2010,60161,0.00747405399690632
Scotland County,2010,35998,0.004472182905547343
Stanly County,2010,58100,0.0072180073007472815
Stokes County,2010,44711,0.005554635532249771
Surry County,2010,71219,0.008847835833940113
Swain County,2010,12968,0.0016110691682631798
Transylvania County,2010,29334,0.003644286164545968
Tyrrell County,2010,4149,5.154477158485451e-4
Union County,2010,123677,0.015364913751024466
Vance County,2010,42954,0.005336356034359702
Wake County,2010,627846,0.07799994856703919
Warren County,2010,19972,0.002481205538907482
Washington County,2010,13723,0.0017048659929114448
Watauga County,2010,42695,0.005304179375308179
Wayne County,2010,113329,0.014079338199421492
Wilkes County,2010,65632,0.008153739331542953
Wilson County,2010,73814,0.009170223595479515
Yadkin County,2010,36348,0.004515664877238592
Yancey County,2010,17774,0.00220813875668644
Alamance County,2009,130800,0.016249833992043793
Alexander County,2009,33603,0.00417464198497437
Alleghany County,2009,10677,0.001326448604992749
Anson County,2009,25275,0.0031400195271323156
Ashe County,2009,24384,0.0030293268506268794
Avery County,2009,17167,0.0021327285943533317
Beaufort County,2009,44958,0.005585321380843309
Bertie County,2009,19773,0.0024564829321458864
Bladen County,2009,32278,0.004010031663571786
Brunswick County,2009,73143,0.00908686244403715
Buncombe County,2009,206330,0.02563324348301526
Burke County,2009,89148,0.011075230892375536
Cabarrus County,2009,131063,0.016282507587914646
Caldwell County,2009,77415,0.0096175909670800485
Camden County,2009,6885,8.553525002692776e-4
Carteret County,2009,59383,0.0073773997855469155
Caswell County,2009,23501,0.0029196280477601006
Catawba County,2009,141685,0.017602123311641626
Chatham County,2009,49329,0.006128349090164589
Cherokee County,2009,24298,0.0030186427090113156
Chowan County,2009,14526,0.0018046260593916523
Clay County,2009,8775,0.0010901551474020205
Cleveland County,2009,96287,0.011962138880672176
Columbus County,2009,54749,0.006801698480354783
Craven County,2009,91436,0.01135947875303147
Cumberland County,2009,302963,0.03763836739855936
Currituck County,2009,18190,0.0022598201858966102
Dare County,2009,29967,0.0037229264162047123
Davidson County,2009,147246,0.018292989724713153
Davie County,2009,34835,0.004327698525327565
Duplin County,2009,49063,0.00609530279167924
Durham County,2009,223314,0.02774323721788431
Edgecombe County,2009,55606,0.006908167193895926
Forsyth County,2009,306067,0.038023990370358314
Franklin County,2009,47260,0.005871308520366893
Gaston County,2009,190365,0.023649844402870157
Gates County,2009,10516,0.0013064468980147747
Graham County,2009,7993,9.930039992232878e-4
Granville County,2009,48498,0.006025110465949082
Greene County,2009,18974,0.002357219802485007
Guilford County,2009,421048,0.0523085634761625
Halifax County,2009,57370,0.00712731633121982
Harnett County,2009,91025,0.01130841849484546
Haywood County,2009,54033,0.006712746789694971
Henderson County,2009,89173,0.011078336747496339
Hertford County,2009,22601,0.0028078172634111755
Hoke County,2009,33646,0.004179984055782152
Hyde County,2009,5826,7.237884773520424e-4
Iredell County,2009,122660,0.015238567564710181
Jackson County,2009,33121,0.004114761098245279
Johnston County,2009,121965,0.015152224792351844
Jones County,2009,10381,0.0012896752803624359
Lee County,2009,49040,0.006092445404968101
Lenoir County,2009,59648,0.0074103218498274325
Lincoln County,2009,63780,0.007923657584193831
McDowell County,2009,42151,0.005236595967879495
Macon County,2009,29811,0.0037035458802508986
Madison County,2009,19635,0.002439338611879051
Martin County,2009,25593,0.0031795260042689357
Mecklenburg County,2009,695454,0.08639917468733047
Mitchell County,2009,15687,0.001948861971201766
Montgomery County,2009,26822,0.0033322098420076347
Moore County,2009,74769,0.009288867261094208
Nash County,2009,87420,0.010860554186425599
New Hanover County,2009,160307,0.01991561267402572
Northampton County,2009,22086,0.002743836647922624
Onslow County,2009,150355,0.018679233867536272
Orange County,2009,118227,0.014687837334689308
Pamlico County,2009,12934,0.001606845205298887
Pasquotank County,2009,34897,0.004335401046027158
Pender County,2009,41082,0.0051037896029139385
Perquimans County,2009,11368,0.0014122944405317573
Person County,2009,35623,0.004425595078735291
Pitt County,2009,133798,0.016622288138130548
Polk County,2009,18324,0.002276467569344117
Randolph County,2009,130454,0.016206848957171872
Richmond County,2009,46564,0.005784841513803725
Robeson County,2009,123339,0.015322922589791203
Rockingham County,2009,91928,0.011420601981808883
Rowan County,2009,130340,0.01619268625782101
Rutherford County,2009,62899,0.007814207249736718
Sampson County,2009,60161,0.00747405399690632
Scotland County,2009,35998,0.004472182905547343
Stanly County,2009,58100,0.0072180073007472815
Stokes County,2009,44711,0.005554635532249771
Surry County,2009,71219,0.008847835833940113
Swain County,2009,12968,0.0016110691682631798
Transylvania County,2009,29334,0.003644286164545968
Tyrrell County,2009,4149,5.154477158485451e-4
Union County,2009,123677,0.015364913751024466
Vance County,2009,42954,0.005336356034359702
Wake County,2009,627846,0.07799994856703919
Warren County,2009,19972,0.002481205538907482
Washington County,2009,13723,0.0017048659929114448
Watauga County,2009,42695,0.005304179375308179
Wayne County,2009,113329,0.014079338199421492
Wilkes County,2009,65632,0.008153739331542953
Wilson County,2009,73814,0.009170223595479515
Yadkin County,2009,36348,0.004515664877238592
Yancey County,2009,17774,0.00220813875668644
Alamance County,2008,130800,0.016249833992043793
Alexander County,2008,33603,0.00417464198497437
Alleghany County,2008,10677,0.001326448604992749
Anson County,2008,25275,0.0031400195271323156
Ashe County,2008,24384,0.0030293268506268794
Avery County,2008,17167,0.0021327285943533317
Beaufort County,2008,44958,0.005585321380843309
Bertie County,2008,19773,0.0024564829321458864
Bladen County,2008,32278,0.004010031663571786
Brunswick County,2008,73143,0.00908686244403715
Buncombe County,2008,206330,0.02563324348301526
Burke County,2008,89148,0.011075230892375536
Cabarrus County,2008,131063,0.016282507587914646
Caldwell County,2008,77415,0.0096175909670800485
Camden County,2008,6885,8.553525002692776e-4
Carteret County,2008,59383,0.0073773997855469155
Caswell County,2008,23501,0.0029196280477601006
Catawba County,2008,141685,0.017602123311641626
Chatham County,2008,49329,0.006128349090164589
Cherokee County,2008,24298,0.0030186427090113156
Chowan County,2008,14526,0.0018046260593916523
Clay County,2008,8775,0.0010901551474020205
Cleveland County,2008,96287,0.011962138880672176
Columbus County,2008,54749,0.006801698480354783
Craven County,2008,91436,0.01135947875303147
Cumberland County,2008,302963,0.03763836739855936
Currituck County,2008,18190,0.0022598201858966102
Dare County,2008,29967,0.0037229264162047123
Davidson County,2008,147246,0.018292989724713153
Davie County,2008,34835,0.004327698525327565
Duplin County,2008,49063,0.00609530279167924
Durham County,2008,223314,0.02774323721788431
Edgecombe County,2008,55606,0.006908167193895926
Forsyth County,2008,306067,0.038023990370358314
Franklin County,2008,47260,0.005871308520366893
Gaston County,2008,190365,0.023649844402870157
Gates County,2008,10516,0.0013064468980147747
Graham County,2008,7993,9.930039992232878e-4
Granville County,2008,48498,0.006025110465949082
Greene County,2008,18974,0.002357219802485007
Guilford County,2008,421048,0.0523085634761625
Halifax County,2008,57370,0.00712731633121982
Harnett County,2008,91025,0.01130841849484546
Haywood County,2008,54033,0.006712746789694971
Henderson County,2008,89173,0.011078336747496339
Hertford County,2008,22601,0.0028078172634111755
Hoke County,2008,33646,0.004179984055782152
Hyde County,2008,5826,7.237884773520424e-4
Iredell County,2008,122660,0.015238567564710181
Jackson County,2008,33121,0.004114761098245279
Johnston County,2008,121965,0.015152224792351844
Jones County,2008,10381,0.0012896752803624359
Lee County,2008,49040,0.006092445404968101
Lenoir County,2008,59648,0.0074103218498274325
Lincoln County,2008,63780,0.007923657584193831
McDowell County,2008,42151,0.005236595967879495
Macon County,2008,29811,0.0037035458802508986
Madison County,2008,19635,0.002439338611879051
Martin County,2008,25593,0.0031795260042689357
Mecklenburg County,2008,695454,0.08639917468733047
Mitchell County,2008,15687,0.001948861971201766
Montgomery County,2008,26822,0.0033322098420076347
Moore County,2008,74769,0.009288867261094208
Nash County,2008,87420,0.010860554186425599
New Hanover County,2008,160307,0.01991561267402572
Northampton County,2008,22086,0.002743836647922624
Onslow County,2008,150355,0.018679233867536272
Orange County,2008,118227,0.014687837334689308
Pamlico County,2008,12934,0.001606845205298887
Pasquotank County,2008,34897,0.004335401046027158
Pender County,2008,41082,0.0051037896029139385
Perquimans County,2008,11368,0.0014122944405317573
Person County,2008,35623,0.004425595078735291
Pitt County,2008,133798,0.016622288138130548
Polk County,2008,18324,0.002276467569344117
Randolph County,2008,130454,0.016206848957171872
Richmond County,2008,46564,0.005784841513803725
Robeson County,2008,123339,0.015322922589791203
Rockingham County,2008,91928,0.011420601981808883
Rowan County,2008,130340,0.01619268625782101
Rutherford County,2008,62899,0.007814207249736718
Sampson County,2008,60161,0.00747405399690632
Scotland County,2008,35998,0.004472182905547343
Stanly County,2008,58100,0.0072180073007472815
Stokes County,2008,44711,0.005554635532249771
Surry County,2008,71219,0.008847835833940113
Swain County,2008,12968,0.0016110691682631798
Transylvania County,2008,29334,0.003644286164545968
Tyrrell County,2008,4149,5.154477158485451e-4
Union County,2008,123677,0.015364913751024466
Vance County,2008,42954,0.005336356034359702
Wake County,2008,627846,0.07799994856703919
Warren County,2008,19972,0.002481205538907482
Washington County,2008,13723,0.0017048659929114448
Watauga County,2008,42695,0.005304179375308179
Wayne County,2008,113329,0.014079338199421492
Wilkes County,2008,65632,0.008153739331542953
Wilson County,2008,73814,0.009170223595479515
Yadkin County,2008,36348,0.004515664877238592
Yancey County,2008,17774,0.00220813875668644
Alamance County,2007,130800,0.016249833992043793
Alexander County,2007,33603,0.00417464198497437
Alleghany County,2007,10677,0.001326448604992749
Anson County,2007,25275,0.0031400195271323156
Ashe County,2007,24384,0.0030293268506268794
Avery County,2007,17167,0.0021327285943533317
Beaufort County,2007,44958,0.005585321380843309
Bertie County,2007,19773,0.0024564829321458864
Bladen County,2007,32278,0.004010031663571786
Brunswick County,2007,73143,0.00908686244403715
Buncombe County,2007,206330,0.02563324348301526
Burke County,2007,89148,0.011075230892375536
Cabarrus County,2007,131063,0.016282507587914646
Caldwell County,2007,77415,0.0096175909670800485
Camden County,2007,6885,8.553525002692776e-4
Carteret County,2007,59383,0.0073773997855469155
Caswell County,2007,23501,0.0029196280477601006
Catawba County,2007,141685,0.017602123311641626
Chatham County,2007,49329,0.006128349090164589
Cherokee County,2007,24298,0.0030186427090113156
Chowan County,2007,14526,0.0018046260593916523
Clay County,2007,8775,0.0010901551474020205
Cleveland County,2007,96287,0.011962138880672176
Columbus County,2007,54749,0.006801698480354783
Craven County,2007,91436,0.01135947875303147
Cumberland County,2007,302963,0.03763836739855936
Currituck County,2007,18190,0.0022598201858966102
Dare County,2007,29967,0.0037229264162047123
Davidson County,2007,147246,0.018292989724713153
Davie County,2007,34835,0.004327698525327565
Duplin County,2007,49063,0.00609530279167924
Durham County,2007,223314,0.02774323721788431
Edgecombe County,2007,55606,0.006908167193895926
Forsyth County,2007,306067,0.038023990370358314
Franklin County,2007,47260,0.005871308520366893
Gaston County,2007,190365,0.023649844402870157
Gates County,2007,10516,0.0013064468980147747
Graham County,2007,7993,9.930039992232878e-4
Granville County,2007,48498,0.006025110465949082
Greene County,2007,18974,0.002357219802485007
Guilford County,2007,421048,0.0523085634761625
Halifax County,2007,57370,0.00712731633121982
Harnett County,2007,91025,0.01130841849484546
Haywood County,2007,54033,0.006712746789694971
Henderson County,2007,89173,0.011078336747496339
Hertford County,2007,22601,0.0028078172634111755
Hoke County,2007,33646,0.004179984055782152
Hyde County,2007,5826,7.237884773520424e-4
Iredell County,2007,122660,0.015238567564710181
Jackson County,2007,33121,0.004114761098245279
Johnston County,2007,121965,0.015152224792351844
Jones County,2007,10381,0.0012896752803624359
Lee County,2007,49040,0.006092445404968101
Lenoir County,2007,59648,0.0074103218498274325
Lincoln County,2007,63780,0.007923657584193831
McDowell County,2007,42151,0.005236595967879495
Macon County,2007,29811,0.0037035458802508986
Madison County,2007,19635,0.002439338611879051
Martin County,2007,25593,0.0031795260042689357
Mecklenburg County,2007,695454,0.08639917468733047
Mitchell County,2007,15687,0.001948861971201766
Montgomery County,2007,26822,0.0033322098420076347
Moore County,2007,74769,0.009288867261094208
Nash County,2007,87420,0.010860554186425599
New Hanover County,2007,160307,0.01991561267402572
Northampton County,2007,22086,0.002743836647922624
Onslow County,2007,150355,0.018679233867536272
Orange County,2007,118227,0.014687837334689308
Pamlico County,2007,12934,0.001606845205298887
Pasquotank County,2007,34897,0.004335401046027158
Pender County,2007,41082,0.0051037896029139385
Perquimans County,2007,11368,0.0014122944405317573
Person County,2007,35623,0.004425595078735291
Pitt County,2007,133798,0.016622288138130548
Polk County,2007,18324,0.002276467569344117
Randolph County,2007,130454,0.016206848957171872
Richmond County,2007,46564,0.005784841513803725
Robeson County,2007,123339,0.015322922589791203
Rockingham County,2007,91928,0.011420601981808883
Rowan County,2007,130340,0.01619268625782101
Rutherford County,2007,62899,0.007814207249736718
Sampson County,2007,60161,0.00747405399690632
Scotland County,2007,35998,0.004472182905547343
Stanly County,2007,58100,0.0072180073007472815
Stokes County,2007,44711,0.005554635532249771
Surry County,2007,71219,0.008847835833940113
Swain County,2007,12968,0.0016110691682631798
Transylvania County,2007,29334,0.003644286164545968
Tyrrell County,2007,4149,5.154477158485451e-4
Union County,2007,123677,0.015364913751024466
Vance County,2007,42954,0.005336356034359702
Wake County,2007,627846,0.07799994856703919
Warren County,2007,19972,0.002481205538907482
Washington County,2007,13723,0.0017048659929114448
Watauga County,2007,42695,0.005304179375308179
Wayne County,2007,113329,0.014079338199421492
Wilkes County,2007,65632,0.008153739331542953
Wilson County,2007,73814,0.009170223595479515
Yadkin County,2007,36348,0.004515664877238592
Yancey County,2007,17774,0.00220813875668644
Alamance County,2006,130800,0.016249833992043793
Alexander County,2006,33603,0.00417464198497437
Alleghany County,2006,10677,0.001326448604992749
Anson County,2006,25275,0.0031400195271323156
Ashe County,2006,24384,0.0030293268506268794
Avery County,2006,17167,0.0021327285943533317
Beaufort County,2006,44958,0.005585321380843309
Bertie County,2006,19773,0.0024564829321458864
Bladen County,2006,32278,0.004010031663571786
Brunswick County,2006,73143,0.00908686244403715
Buncombe County,2006,206330,0.02563324348301526
Burke County,2006,89148,0.011075230892375536
Cabarrus County,2006,131063,0.016282507587914646
Caldwell County,2006,77415,0.0096175909670800485
Camden County,2006,6885,8.553525002692776e-4
Carteret County,2006,59383,0.0073773997855469155
Caswell County,2006,23501,0.0029196280477601006
Catawba County,2006,141685,0.017602123311641626
Chatham County,2006,49329,0.006128349090164589
Cherokee County,2006,24298,0.0030186427090113156
Chowan County,2006,14526,0.0018046260593916523
Clay County,2006,8775,0.0010901551474020205
Cleveland County,2006,96287,0.011962138880672176
Columbus County,2006,54749,0.006801698480354783
Craven County,2006,91436,0.01135947875303147
Cumberland County,2006,302963,0.03763836739855936
Currituck County,2006,18190,0.0022598201858966102
Dare County,2006,29967,0.0037229264162047123
Davidson County,2006,147246,0.018292989724713153
Davie County,2006,34835,0.004327698525327565
Duplin County,2006,49063,0.00609530279167924
Durham County,2006,223314,0.02774323721788431
Edgecombe County,2006,55606,0.006908167193895926
Forsyth County,2006,306067,0.038023990370358314
Franklin County,2006,47260,0.005871308520366893
Gaston County,2006,190365,0.023649844402870157
Gates County,2006,10516,0.0013064468980147747
Graham County,2006,7993,9.930039992232878e-4
Granville County,2006,48498,0.006025110465949082
Greene County,2006,18974,0.002357219802485007
Guilford County,2006,421048,0.0523085634761625
Halifax County,2006,57370,0.00712731633121982
Harnett County,2006,91025,0.01130841849484546
Haywood County,2006,54033,0.006712746789694971
Henderson County,2006,89173,0.011078336747496339
Hertford County,2006,22601,0.0028078172634111755
Hoke County,2006,33646,0.004179984055782152
Hyde County,2006,5826,7.237884773520424e-4
Iredell County,2006,122660,0.015238567564710181
Jackson County,2006,33121,0.004114761098245279
Johnston County,2006,121965,0.015152224792351844
Jones County,2006,10381,0.0012896752803624359
Lee County,2006,49040,0.006092445404968101
Lenoir County,2006,59648,0.0074103218498274325
Lincoln County,2006,63780,0.007923657584193831
McDowell County,2006,42151,0.005236595967879495
Macon County,2006,29811,0.0037035458802508986
Madison County,2006,19635,0.002439338611879051
Martin County,2006,25593,0.0031795260042689357
Mecklenburg County,2006,695454,0.08639917468733047
Mitchell County,2006,15687,0.001948861971201766
Montgomery County,2006,26822,0.0033322098420076347
Moore County,2006,74769,0.009288867261094208
Nash County,2006,87420,0.010860554186425599
New Hanover County,2006,160307,0.01991561267402572
Northampton County,2006,22086,0.002743836647922624
Onslow County,2006,150355,0.018679233867536272
Orange County,2006,118227,0.014687837334689308
Pamlico County,2006,12934,0.001606845205298887
Pasquotank County,2006,34897,0.004335401046027158
Pender County,2006,41082,0.0051037896029139385
Perquimans County,2006,11368,0.0014122944405317573
Person County,2006,35623,0.004425595078735291
Pitt County,2006,133798,0.016622288138130548
Polk County,2006,18324,0.002276467569344117
Randolph County,2006,130454,0.016206848957171872
Richmond County,2006,46564,0.005784841513803725
Robeson County,2006,123339,0.015322922589791203
Rockingham County,2006,91928,0.011420601981808883
Rowan County,2006,130340,0.01619268625782101
Rutherford County,2006,62899,0.007814207249736718
Sampson County,2006,60161,0.00747405399690632
Scotland County,2006,35998,0.004472182905547343
Stanly County,2006,58100,0.0072180073007472815
Stokes County,2006,44711,0.005554635532249771
Surry County,2006,71219,0.008847835833940113
Swain County,2006,12968,0.0016110691682631798
Transylvania County,2006,29334,0.003644286164545968
Tyrrell County,2006,4149,5.154477158485451e-4
Union County,2006,123677,0.015364913751024466
Vance County,2006,42954,0.005336356034359702
Wake County,2006,627846,0.07799994856703919
Warren County,2006,19972,0.002481205538907482
Washington County,2006,13723,0.0017048659929114448
Watauga County,2006,42695,0.005304179375308179
Wayne County,2006,113329,0.014079338199421492
Wilkes County,2006,65632,0.008153739331542953
Wilson County,2006,73814,0.009170223595479515
Yadkin County,2006,36348,0.004515664877238592
Yancey County,2006,17774,0.00220813875668644
